Site,Plot,reads_samp,Fire_Treatment,Tube,weight_mg,Sample_Type,Samplename_ITS,sample_num,barcode,OTU,count,resampled_count,resampled_date,kingdom,phylum,class,order,family,genus,species,n,score,SH_species,SH_gb_acc,SH_sh_acc,SH_type,identity,coverage,trophicMode,guild,confidenceRanking,growthForm,trait,notes,citationSource,unite_db_version,date_assigned,qbit_DNA_conc_ng_uL,guild2,exploration_type,Ecm_lineage,myco_reads,burn_reads,RA_samp,RA_total_reads,RA_total_Burn
VCMSECRainfo01,VCRF19,804,U,67,248.3,Soil,SMM0167,167,SMM0167-POW14852A67-AAGKYY3M5,ITSall_OTUm_1055,10,5,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,1,1,Cortinarius_minoscaurus,GU233349,SH1504059.08FU,refs,0.961904761904762,0.990476190476191,Symbiotroph,Ectomycorrhizal,Highly Probable,Agaricoid,NULL,NULL,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 15:55:31 2021,NA,EctoMycorrhizal,medium-distance_fringe,/cortinarius,317180,112731,0.012437810945273632,3.1527839081909326e-5,8.870674437377474e-5
VCMSECRainfo01,VCRF19,804,U,67,248.3,Soil,SMM0167,167,SMM0167-POW14852A67-AAGKYY3M5,ITSall_OTUj_24,24,6,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,NA,1,1,Russula_sp,MN130081,SH3591340.08FU,reps,1,1,Symbiotroph,Ectomycorrhizal,Highly Probable,Agaricoid,NULL,NULL,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:29:16 2021,NA,EctoMycorrhizal,contact,/russula-lactarius,317180,112731,0.029850746268656716,7.566681379658239e-5,2.1289618649705938e-4
VCMSECRainfo01,VCRF19,804,U,67,248.3,Soil,SMM0167,167,SMM0167-POW14852A67-AAGKYY3M5,ITSall_OTUm_41,325,83,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,NA,1,1,Russula_sp,LC271305,SH1159363.08FU,reps_singleton,0.972602739726027,0.986301369863014,Symbiotroph,Ectomycorrhizal,Highly Probable,Agaricoid,NULL,NULL,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 15:55:31 2021,NA,EctoMycorrhizal,contact,/russula-lactarius,317180,112731,0.40422885572139305,0.0010246547701620531,0.002882969192147679
VCMSECRainfo01,VCRF20,625,U,60,265.4,Soil,SMM0160,160,SMM0160-POW14852A60-AAGKYY3M5,ITSall_OTUf_986,54,0,NA,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,NA,NA,1,1,Corymbiglomus_globiferum,MN644489,SH3591231.08FU,reps,0.925531914893617,0.973404255319149,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:28:58 2021,NA,Arbuscular Mycorrhizal,NA,NA,317180,112731,0.0864,1.7025033104231036e-4,4.790164196183836e-4
VCMSECRainfo01,VCRF20,625,U,60,265.4,Soil,SMM0160,160,SMM0160-POW14852A60-AAGKYY3M5,ITSall_OTUc_2734,70,0,NA,Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,NA,1,1,Pisolithus_albus,AF270786,SH1519538.08FU,refs,0.981132075471698,0.995283018867924,Symbiotroph,Ectomycorrhizal,Highly Probable,Gasteroid,NULL,NULL,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:29:44 2021,NA,EctoMycorrhizal,long-distance,/pisolithus-scleroderma,317180,112731,0.112,2.2069487357336527e-4,6.209472106164231e-4
VCMSECRainfo01,VCRF20,625,U,60,265.4,Soil,SMM0160,160,SMM0160-POW14852A60-AAGKYY3M5,ITSall_OTUj_2644,485,0,NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,NA,2,1,Inocybe_sp,UDB0754682,SH1563444.08FU,reps,0.995412844036697,1,Symbiotroph,Ectomycorrhizal,Highly Probable,Agaricoid,NULL,Sensu stricto (Matheny 2009).,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Matheny PB. 2009. McIlvainea 18:11-21 ((https://namyco.org/docs/3_Matheny.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:28:58 2021,NA,EctoMycorrhizal,short-distance_delicate,/inocybe,317180,112731,0.776,0.0015291001954726023,0.004302277102128074
VCMSECRainfo01,VCRF20,625,U,60,265.4,Soil,SMM0160,160,SMM0160-POW14852A60-AAGKYY3M5,ITSall_OTUf_9,16,0,NA,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,4,1,Glomeraceae_sp,FR693663,SH1189765.08FU,reps_singleton,0.961165048543689,0.980582524271845,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,Microfungus,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:30:00 2021,NA,Arbuscular Mycorrhizal,NA,NA,317180,112731,0.0256,5.044454253105492e-5,1.4193079099803957e-4
WAMCOOEucWoo01,WAEW10,10,B,23,254.6,Soil,SMM0123,123,SMM0123-POW14852A23-AAGKYY3M5,ITSall_OTUa_70,10,6,Fri Mar 21 23:04:47 2025,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Ruhlandiella,NA,2,1,Ruhlandiella_sp,UDB0780094,SH3597475.08FU,reps,0.97752808988764,1,Symbiotroph,Ectomycorrhizal,Highly Probable,NULL,NULL,NULL,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:29:44 2021,NA,EctoMycorrhizal,short-distance_coarse,/terfezia-peziza_depressa,317180,204449,1,3.1527839081909326e-5,4.8911953592338434e-5
WAMCOOEucWoo01,WAEW11,13,B,20,261.3,Soil,SMM0120,120,SMM0120-POW14852A20-AAGKYY3M5,ITSall_OTUd_1995,13,13,Fri Mar 21 23:04:47 2025,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Myxotrichum,Myxotrichum_setosum,1,1,Myxotrichum_setosum,MH857025,SH1565522.08FU,reps,0.992857142857143,0.992857142857143,Saprotroph-Symbiotroph,Ericoid Mycorrhizal-Undefined Saprotroph,Probable,NULL,NULL,Included due to manual confirmation,Dalpe Y. 1989. New Phytologist 113:523-527 ((https://doi.org/10.1111/j.1469-8137.1989.tb00364.x)),sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:29:16 2021,NA,Ericoid Mycorrhizal,NA,NA,317180,204449,1,4.098619080648212e-5,6.358553967003996e-5
WAMCOOEucWoo01,WAEW12,34,U,19,247.9,Soil,SMM0119,119,SMM0119-POW14852A19-AAGKYY3M5,ITSall_OTUa_70,34,18,Fri Mar 21 23:04:47 2025,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Ruhlandiella,NA,2,1,Ruhlandiella_sp,UDB0780094,SH3597475.08FU,reps,0.97752808988764,1,Symbiotroph,Ectomycorrhizal,Highly Probable,NULL,NULL,NULL,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:29:44 2021,NA,EctoMycorrhizal,short-distance_coarse,/terfezia-peziza_depressa,317180,112731,1,1.0719465287849171e-4,3.016029308708341e-4
WAMCOOEucWoo01,WAEW13,593,U,18,267.2,Soil,SMM0118,118,SMM0118-POW14852A18-AAGKYY3M5,ITSall_OTUa_70,593,172,Fri Mar 21 23:04:47 2025,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Ruhlandiella,NA,2,1,Ruhlandiella_sp,UDB0780094,SH3597475.08FU,reps,0.97752808988764,1,Symbiotroph,Ectomycorrhizal,Highly Probable,NULL,NULL,NULL,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:29:44 2021,NA,EctoMycorrhizal,short-distance_coarse,/terfezia-peziza_depressa,317180,112731,1,0.001869600857557223,0.005260309941364842
WAMCOOEucWoo01,WAEW14,518,B,27,244.9,Soil,SMM0127,127,SMM0127-POW14852A27-AAGKYY3M5,ITSall_OTUa_70,139,61,Fri Mar 21 23:04:47 2025,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Ruhlandiella,NA,2,1,Ruhlandiella_sp,UDB0780094,SH3597475.08FU,reps,0.97752808988764,1,Symbiotroph,Ectomycorrhizal,Highly Probable,NULL,NULL,NULL,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:29:44 2021,NA,EctoMycorrhizal,short-distance_coarse,/terfezia-peziza_depressa,317180,204449,0.26833976833976836,4.3823696323853965e-4,6.798761549335042e-4
WAMCOOEucWoo01,WAEW14,518,B,27,244.9,Soil,SMM0127,127,SMM0127-POW14852A27-AAGKYY3M5,ITSall_OTUb_944,338,144,Fri Mar 21 23:04:47 2025,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Ruhlandiella,NA,4,0.8,Ruhlandiella_sp,KJ690092,SH1552599.08FU,reps,1,1,Symbiotroph,Ectomycorrhizal,Highly Probable,NULL,NULL,NULL,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:29:16 2021,NA,EctoMycorrhizal,short-distance_coarse,/terfezia-peziza_depressa,317180,204449,0.6525096525096525,0.0010656409609685353,0.001653224031421039
WAMCOOEucWoo01,WAEW14,518,B,27,244.9,Soil,SMM0127,127,SMM0127-POW14852A27-AAGKYY3M5,ITSall_OTUn_605,21,8,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,NA,1,1,Suillus_cothurnatus,L54092,SH1555196.08FU,refs,0.978723404255319,0.995744680851064,Symbiotroph,Ectomycorrhizal,Highly Probable,Boletoid,NULL,NULL,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))",sh_general_release_dynamic_s_10.05.2021,Thu Jun  1 12:32:40 2023,NA,EctoMycorrhizal,long-distance,/suillus-rhizopogon,317180,204449,0.04054054054054054,6.620846207200959e-5,1.0271510254391071e-4
WAMCOOEucWoo01,WAEW14,518,B,27,244.9,Soil,SMM0127,127,SMM0127-POW14852A27-AAGKYY3M5,ITSall_OTUd_6649,20,8,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Thelephora,NA,1,1,Thelephora_sp,HQ829328,SH1502603.08FU,reps,0.977477477477477,1,Saprotroph-Symbiotroph,Ectomycorrhizal-Undefined Saprotroph,Probable,Clavarioid,NULL,Included due to manual confirmation,"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:30:00 2021,NA,EctoMycorrhizal,medium-distance_smooth,/tomentella-thelephora,317180,204449,0.03861003861003861,6.305567816381865e-5,9.782390718467687e-5
WAMCOOEucWoo01,WAEW15,137,U,21,252.8,Soil,SMM0121,121,SMM0121-POW14852A21-AAGKYY3M5,ITSall_OTUa_70,127,46,Fri Mar 21 23:04:47 2025,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Ruhlandiella,NA,2,1,Ruhlandiella_sp,UDB0780094,SH3597475.08FU,reps,0.97752808988764,1,Symbiotroph,Ectomycorrhizal,Highly Probable,NULL,NULL,NULL,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:29:44 2021,NA,EctoMycorrhizal,short-distance_coarse,/terfezia-peziza_depressa,317180,112731,0.927007299270073,4.004035563402484e-4,0.0011265756535469391
WAMCOOEucWoo01,WAEW15,137,U,21,252.8,Soil,SMM0121,121,SMM0121-POW14852A21-AAGKYY3M5,ITSall_OTUm_1401,10,4,Fri Mar 21 23:04:47 2025,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Ruhlandiella,NA,2,0.666666666666667,Ruhlandiella_sp,MG925395,SH1177498.08FU,reps_singleton,0.955056179775281,1,Symbiotroph,Ectomycorrhizal,Highly Probable,NULL,NULL,NULL,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 15:55:31 2021,NA,EctoMycorrhizal,short-distance_coarse,/terfezia-peziza_depressa,317180,112731,0.072992700729927,3.1527839081909326e-5,8.870674437377474e-5
WAMCOOEucWoo01,WAEW16,38,B,25,250.7,Soil,SMM0125,125,SMM0125-POW14852A25-AAGKYY3M5,ITSall_OTUn_605,21,5,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,NA,1,1,Suillus_cothurnatus,L54092,SH1555196.08FU,refs,0.978723404255319,0.995744680851064,Symbiotroph,Ectomycorrhizal,Highly Probable,Boletoid,NULL,NULL,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))",sh_general_release_dynamic_s_10.05.2021,Thu Jun  1 12:32:40 2023,NA,EctoMycorrhizal,long-distance,/suillus-rhizopogon,317180,204449,0.5526315789473685,6.620846207200959e-5,1.0271510254391071e-4
WAMCOOEucWoo01,WAEW16,38,B,25,250.7,Soil,SMM0125,125,SMM0125-POW14852A25-AAGKYY3M5,ITSall_OTUj_187,17,5,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,45,1,Thelephoraceae_sp,JN652978,SH1141151.08FU,reps_singleton,0.944700460829493,1,Saprotroph-Symbiotroph,Ectomycorrhizal-Undefined Saprotroph,Probable,Clavarioid,NULL,Included due to manual confirmation,"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:28:58 2021,NA,EctoMycorrhizal,NA,NA,317180,204449,0.4473684210526316,5.3597326439245856e-5,8.315032110697533e-5
WAMCOOEucWoo02,WAEW17,935,U,105,241,Soil,SMM0205,205,SMM0205-POW14852A105-AAGKYY3M5,ITSall_OTUj_6419,253,87,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,1,1,Cortinarius_sp,MG553036,SH1504097.08FU,reps,0.964467005076142,0.989847715736041,Symbiotroph,Ectomycorrhizal,Highly Probable,Agaricoid,NULL,NULL,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:29:16 2021,NA,EctoMycorrhizal,medium-distance_fringe,/cortinarius,317180,112731,0.27058823529411763,7.976543287723059e-4,0.002244280632656501
WAMCOOEucWoo02,WAEW17,935,U,105,241,Soil,SMM0205,205,SMM0205-POW14852A105-AAGKYY3M5,ITSall_OTUd_1995,50,17,Fri Mar 21 23:04:47 2025,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Myxotrichum,Myxotrichum_setosum,1,1,Myxotrichum_setosum,MH857025,SH1565522.08FU,reps,0.992857142857143,0.992857142857143,Saprotroph-Symbiotroph,Ericoid Mycorrhizal-Undefined Saprotroph,Probable,NULL,NULL,Included due to manual confirmation,Dalpe Y. 1989. New Phytologist 113:523-527 ((https://doi.org/10.1111/j.1469-8137.1989.tb00364.x)),sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:29:16 2021,NA,Ericoid Mycorrhizal,NA,NA,317180,112731,0.053475935828877004,1.5763919540954662e-4,4.435337218688737e-4
WAMCOOEucWoo02,WAEW17,935,U,105,241,Soil,SMM0205,205,SMM0205-POW14852A105-AAGKYY3M5,ITSall_OTUb_8103,298,107,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,31,1,Tomentella_sp,UDB011104,SH1141122.08FU,reps_singleton,0.931192660550459,0.995412844036697,Saprotroph-Symbiotroph,Ectomycorrhizal-Undefined Saprotroph,Probable,Clavarioid,NULL,Included due to manual confirmation,"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:30:00 2021,NA,EctoMycorrhizal,NA,NA,317180,112731,0.31871657754010696,9.395296046408979e-4,0.0026434609823384873
WAMCOOEucWoo02,WAEW17,935,U,105,241,Soil,SMM0205,205,SMM0205-POW14852A105-AAGKYY3M5,ITSall_OTUj_236,334,132,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,NA,NA,7,1,Tricholomataceae_sp,UDB036998,SH1549065.08FU,reps,0.925233644859813,0.990654205607477,Pathotroph-Symbiotroph,Ectomycorrhizal-Fungal Parasite,Probable,Agaricoid,NULL,Included due to manual confirmation,"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:29:16 2021,NA,EctoMycorrhizal,NA,NA,317180,112731,0.3572192513368984,0.0010530298253357715,0.0029628052620840764
WAMCOOEucWoo02,WAEW18,22,B,14,254.9,Soil,SMM0114,114,SMM0114-POW14852A14-AAGKYY3M5,ITSall_OTUb_5056,22,8,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Thelephora,Thelephora_terrestris,1,1,Thelephora_terrestris,UDB023537,SH1502189.08FU,refs,1,1,Saprotroph-Symbiotroph,Ectomycorrhizal-Undefined Saprotroph,Probable,Clavarioid,NULL,Included due to manual confirmation,"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:29:44 2021,NA,EctoMycorrhizal,medium-distance_smooth,/tomentella-thelephora,317180,204449,1,6.936124598020051e-5,1.0760629790314455e-4
WAMCOOEucWoo02,WAEW20,53,B,15,277.4,Soil,SMM0115,115,SMM0115-POW14852A15-AAGKYY3M5,ITSall_OTUf_75,15,15,Fri Mar 21 23:04:47 2025,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,NA,NA,4,1,Diversispora_sp,KP756474,SH1182314.08FU,reps_singleton,0.916666666666667,0.96875,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:29:44 2021,NA,Arbuscular Mycorrhizal,NA,NA,317180,204449,0.2830188679245283,4.729175862286399e-5,7.336793038850764e-5
WAMCOOEucWoo02,WAEW20,53,B,15,277.4,Soil,SMM0115,115,SMM0115-POW14852A15-AAGKYY3M5,ITSall_OTUd_1995,38,29,Fri Mar 21 23:04:47 2025,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Myxotrichum,Myxotrichum_setosum,1,1,Myxotrichum_setosum,MH857025,SH1565522.08FU,reps,0.992857142857143,0.992857142857143,Saprotroph-Symbiotroph,Ericoid Mycorrhizal-Undefined Saprotroph,Probable,NULL,NULL,Included due to manual confirmation,Dalpe Y. 1989. New Phytologist 113:523-527 ((https://doi.org/10.1111/j.1469-8137.1989.tb00364.x)),sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:29:16 2021,NA,Ericoid Mycorrhizal,NA,NA,317180,204449,0.71698113207547165,1.1980578851125544e-4,1.8586542365088603e-4
WAMCOOEucWoo02,WAEW21,221,U,26,247.6,Soil,SMM0126,126,SMM0126-POW14852A26-AAGKYY3M5,ITSall_OTUj_187,221,96,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,45,1,Thelephoraceae_sp,JN652978,SH1141151.08FU,reps_singleton,0.944700460829493,1,Saprotroph-Symbiotroph,Ectomycorrhizal-Undefined Saprotroph,Probable,Clavarioid,NULL,Included due to manual confirmation,"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:28:58 2021,NA,EctoMycorrhizal,NA,NA,317180,112731,1,6.967652437101961e-4,0.0019604190506604217
WAMCOOEucWoo02,WAEW22,162,B,16,253.5,Soil,SMM0116,116,SMM0116-POW14852A16-AAGKYY3M5,ITSall_OTUb_944,79,0,NA,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Ruhlandiella,NA,4,0.8,Ruhlandiella_sp,KJ690092,SH1552599.08FU,reps,1,1,Symbiotroph,Ectomycorrhizal,Highly Probable,NULL,NULL,NULL,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:29:16 2021,NA,EctoMycorrhizal,short-distance_coarse,/terfezia-peziza_depressa,317180,204449,0.4876543209876543,2.4906992874708367e-4,3.864044333794736e-4
WAMCOOEucWoo02,WAEW22,162,B,16,253.5,Soil,SMM0116,116,SMM0116-POW14852A16-AAGKYY3M5,ITSall_OTUf_75,54,0,NA,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,NA,NA,4,1,Diversispora_sp,KP756474,SH1182314.08FU,reps_singleton,0.916666666666667,0.96875,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:29:44 2021,NA,Arbuscular Mycorrhizal,NA,NA,317180,204449,0.3333333333333333,1.7025033104231036e-4,2.641245493986275e-4
WAMCOOEucWoo02,WAEW22,162,B,16,253.5,Soil,SMM0116,116,SMM0116-POW14852A16-AAGKYY3M5,ITSall_OTUd_2843,29,0,NA,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella_coerulea,1,1,Tomentella_coerulea,UDB003329,SH1502200.08FU,refs,0.990867579908676,1,Symbiotroph,Ectomycorrhizal,Highly Probable,Corticioid,NULL,NULL,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:28:58 2021,NA,EctoMycorrhizal,medium-distance_smooth,/tomentella-thelephora,317180,204449,0.17901234567901234,9.143073333753704e-5,1.4184466541778144e-4
